collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,motor bebek,Honda Supra X 125,Baru,4833881.291651726,5042396.792182712,True,2769.0,1497887,0,1272431,562985,9008677,8945059,1732132,892884.4343477245,0,0,1702121,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3408 m2 pinggiran kota Bekasi,,54157046016.0,45278649320.13594,True,3537.0,242497,0,816963,511155,9935458,26015925,0,1741958.860352059,0,3346550,1271950,0,0,4749249,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,54157046016.0,127155265300.43625,True,7884.0,1956049,0,1166154,1414452,7511358,32068433,0,2799610.9862369695,4435935,1622024,0,764942,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,11665299.886107456,25046718.839049317,True,6563.0,293569,5289770,957406,1005773,6553459,7566282,0,579600.6259808657,11981267,0,0,0,4231720,3489052,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,39653401.83233509,61993129.02979189,True,,1571938,4004703,1314873,1471929,0,6687492,0,502646.59945697396,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,17927340.725511976,22240675.86766818,False,9765.0,1058424,0,883082,1246074,3186056,30304493,2167615,2892349.361668434,322868,0,0,497670,2833134,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,24721778.709478922,24069992.506962333,True,3689.0,1686851,0,1349490,430755,4523854,12369248,0,703445.1330350467,7142298,853236,4489216,0,2193814,4228446,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,29003475.946272865,78507157.8909831,True,3887.0,1047062,5246922,880976,746616,0,32280070,3628692,2551391.36648896,12281528,4623952,393691,0,357040,3670744,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,2683488840.6453934,3023976716.8783474,True,4512.0,531924,6471412,841758,1198580,0,12335599,1011022,860858.0861283672,0,0,208569,3433800,288828,4518265,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,8049448.644698464,12256016.47840821,True,8781.0,711665,0,1225661,710841,6100182,12375612,0,805906.7778515179,0,4950094,2701877,0,4819471,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,8049448.644698464,14192925.08586384,True,6154.0,668959,0,1435668,659748,0,14858608,0,783193.5396605922,0,2459700,0,3256512,1687256,4950059,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Baru,220308520.4537721,331634042.4406488,True,4715.0,1371401,0,1234381,506875,3458035,17619411,1702349,1287945.7113211195,0,4676277,0,8013,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 290 m2 Depok Timur,Baru,671189014.0,1482695491.147975,True,8782.0,1253912,0,865437,693152,0,13322351,3505967,1143020.7783532878,8245882,0,2439550,0,4992035,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,17883845.23091262,39958822.66977023,True,7922.0,1487645,0,1094584,1127270,8923713,29813306,0,1543948.7168852857,17007771,3449959,1963384,3398006,0,1854776,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,8003592.551393085,20721025.04347871,True,2062.0,1118783,0,1120979,622309,0,25748173,0,1703922.046375008,19247672,3677445,4229691,1403752,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,17046517.330516756,49793142.19564796,True,4018.0,520639,8850084,1121596,444674,8829352,31499929,0,2004868.4451402512,0,0,0,749644,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14633367.179392358,14095736.171292163,True,,1088586,8578743,1368419,448593,3814559,13280227,1653334,688650.1489533727,0,1566174,0,0,1676517,785456,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,32639253.226810656,96165990.18944493,True,2614.0,405974,0,1138856,468894,8513329,26435632,3720184,1865120.6211705317,19379175,0,3451710,0,0,4253771,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,259151728.41406465,670219374.8697519,True,7981.0,902188,0,927237,1055242,5844901,30476050,0,1987445.8672246614,16510605,0,3621262,1392046,1781224,2344197,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,7343681.514395227,18157740.24776289,True,9651.0,1436383,0,798027,1182676,0,30384898,0,3018991.5223564277,3119278,948603,4141211,0,0,2124139,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,11292517.692913646,29376191.021138884,True,,1443381,3137095,1025846,675032,0,11337345,3532015,1035578.5940108306,17166351,0,0,3652721,4737362,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3557 m2 pinggiran kota Surabaya Barat,,35801493117.0,56484669441.51219,True,9436.0,1492089,2382762,1030320,979462,2281300,12478612,0,1161775.044739929,0,0,585179,1893312,4599336,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3481 m2 pedesaan Kulon Progo,,14611588006.0,12618808404.587154,True,3462.0,1303760,0,811498,1142126,0,7245760,0,694752.5489418108,19561306,0,1203514,4242978,4366874,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4431 m2 pedesaan Sidoarjo,,20542147017.0,22210088045.890057,True,7725.0,1303367,0,1296621,830296,9013821,15484286,0,1092064.2880561766,7435924,0,0,0,3501191,4804620,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6725956.002085529,17462318.71116691,True,4414.0,1444832,0,1252398,826160,0,23316707,2840260,1370987.0610582198,0,0,4653420,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4601 m2 pedesaan Kulon Progo,,21944138228.0,61648485443.058975,True,3190.0,1549399,0,1337825,609801,9086250,5446364,3375236,485346.29147912585,9625976,0,3051892,0,1629211,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3299 m2 pinggiran kota Surabaya Barat,,26954334344.0,33513270321.322845,False,7059.0,538949,1634135,1226942,895934,9184672,11923460,0,1098739.73970994,15043317,3086227,0,3304999,0,3444837,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin solitaire emas kuning 18 karat dengan berlian berbentuk hati,,12692125.402167296,9154892.082252974,True,,931156,0,980214,607276,0,22089708,2120869,2196580.2908325195,11103219,3599912,4794757,171154,4697698,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 114 m2 Sidoarjo,Baru,777704317.0,722405788.6177864,True,6620.0,267745,0,1459378,1351693,0,14588816,4455365,1027393.7558035874,0,1160409,3975107,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4446 m2 pinggiran kota Bekasi,,58873660794.0,64967059440.44475,True,2349.0,1942875,4200864,805841,989737,5338700,10578257,0,997701.7614154444,7032365,0,0,1447298,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3506 m2 pedesaan Depok Timur,,18274344836.0,28922309770.735558,True,3009.0,432968,2933571,1468796,836042,4050183,22068393,0,2071907.2055610714,4790636,0,3664971,4822501,0,2764473,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,26159651.22112331,42758708.67243842,True,4326.0,895428,4127437,1263180,1448681,6487296,22270847,4297671,1830669.61763893,4239054,0,0,0,0,3120155,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,29191428.34350892,44348492.8317876,True,9758.0,1001021,2890253,789819,1151710,0,13688151,3823468,1155323.5539028973,0,0,0,4548102,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1155749.4414856955,3422995.588077803,True,7385.0,930980,4688979,1056890,1252783,0,30106715,3062375,2318063.904868338,0,1028722,205388,4052356,3892611,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 250 m2 DKI Jakarta,Bekas,3071366798.0,6144094260.362035,True,8714.0,433433,943104,1471933,681966,0,10869460,1303044,664592.567534312,0,0,0,0,0,4912521,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 285 m2 Depok Timur,Baru,510661983.0,654583835.7475314,True,4185.0,1326170,5194559,1315631,750635,5761238,28228981,0,1433458.4196282018,19419118,4516090,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,24729736.376176648,20009007.486901328,True,3558.0,276094,9463453,753461,586568,9686600,26484513,0,1404147.1655899114,0,0,1127677,0,566498,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 117 m2 Surabaya Selatan,Bekas,1605116635.0,4645228377.374016,True,4315.0,1454149,0,1200980,443060,0,33914042,3153283,1757300.0771384898,16826507,3670618,1196148,3259764,2068105,86416,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,24105510.06594537,62298261.83940093,True,1445.0,1300588,8559878,1315670,961458,9810084,12381609,0,666420.6215135424,6010512,786066,0,4541311,1460890,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28029124.773007262,64845259.325589135,True,4969.0,952286,0,1051028,551848,0,11709022,1591207,810802.2640908181,0,0,0,0,897066,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2765 m2 pinggiran kota Depok,,31027994970.0,83389729764.44017,True,,761641,5576457,1275178,1323055,0,22659204,3180380,1405986.1365973086,0,4709276,1062779,0,0,2672558,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 98 m2 Semarang,Baru,1275908559.0,1118988964.6866078,True,4408.0,1019964,0,847970,955555,8381292,13344282,3506162,943329.2278394005,5724641,850370,4814701,1903868,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4249 m2 pedesaan Tangerang Selatan,,22918158473.0,22907697179.439564,True,5191.0,1484905,0,1003145,1487549,0,11509154,4198449,1099796.8464992684,18382362,0,4855641,0,911894,4654186,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1790 m2 pinggiran kota Surabaya Selatan,,17020605220.0,46790516762.83792,True,,1195611,7703328,908788,372748,2706410,10441051,0,841992.8287638774,0,0,0,0,3831174,480646,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20201879.03793743,42128018.70861013,True,2436.0,813312,8569649,1228325,1333581,0,15295215,0,909593.3071165218,0,3265661,0,4343408,3658800,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 275 m2 Bekasi,Baru,1663444435.0,3156169928.100896,True,1967.0,1080917,3617560,1153407,718974,0,14031234,0,746861.059394788,3355710,1569124,2717843,0,1666172,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14137170.167490657,22159441.040427633,True,4407.0,1090225,0,917286,1107301,0,14017045,4681621,1261970.9446734395,7558432,0,0,140539,1935642,1900303,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 171 m2 Tangerang,Bekas,937139885.0,2177116719.5069027,True,1086.0,1686872,4219239,840962,686483,7127972,30342138,0,2148620.2392687383,0,2170644,1038942,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4262 m2 perkotaan Semarang,,32838982768.0,79953321922.24792,True,1298.0,1411489,0,988349,1221061,3475382,23820038,1111265,1865706.9990334744,7530299,0,0,0,976084,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,867600.1145434337,1541105.2763363796,True,4278.0,1382901,1707751,1419927,601500,0,34314396,1396116,2535814.9419037364,0,1736020,4166250,3747459,938951,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3433 m2 pedesaan Kulon Progo,,13753799550.0,26505937183.121967,True,9773.0,269804,0,1219728,1436747,0,22235994,4246048,1958040.5084562919,16298110,894177,0,1468355,1408534,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1107 m2 perkotaan Makassar,,11045104677.0,32733527005.92713,True,3650.0,1324897,0,795851,964936,3904761,33378712,0,1755577.5241159468,0,0,2710279,752708,722203,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4595 m2 perkotaan DKI Jakarta,,115991745825.0,70237838697.78917,True,1134.0,1719976,9274512,882005,668945,0,12576512,0,891743.0663548263,0,4391737,3509223,1499780,51040,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,1147436641.1580844,1054134680.3781314,True,,828049,0,1143062,571189,0,6613249,0,418792.87064239784,0,1454925,227810,0,1173262,3566199,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,749065.3157393313,1305995.800412247,True,7163.0,824768,1932175,983205,1219652,8408763,29702569,2813306,2377546.808232033,0,0,0,0,845709,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22244956.12049192,62601936.950139485,True,6777.0,1084006,2911021,1385989,1294552,4009090,28367105,0,1761840.2577301017,0,0,0,0,517029,1229586,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4641 m2 perkotaan Batam,,49395564582.0,123002319017.22755,True,1834.0,1804577,0,838957,1100818,2024262,29593500,0,2009926.4797218067,5144260,0,927088,0,0,1886180,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1217211.8344798884,2992911.0953636877,True,5824.0,587314,0,1092700,775263,7187909,19086047,2962044,1536972.9438564992,4885058,899697,0,1755431,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2815 m2 pedesaan Sidoarjo,,14503195280.0,14800937331.927008,True,2052.0,968647,0,1003972,1319382,6219396,32840575,3664645,3176523.113281352,4310432,3734974,3194771,3192169,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1537948142.7273576,1656213793.8611064,True,3017.0,421580,0,874635,1291165,0,18284833,1645079,935004.074691607,0,0,0,1115169,2602493,3544499,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10739850.908798967,23598816.383870225,True,9197.0,947153,1258791,1355882,919998,7590613,32434138,0,1933138.2169245682,19665578,4390083,0,617266,0,2452583,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1152450.1349438734,1505022.5459635777,True,9559.0,654089,0,1416662,636494,2838476,19845877,0,994185.3423739615,0,1725774,2479499,2887878,2584564,2829746,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,24565951.539928693,35696540.53510854,True,1459.0,1430214,8742752,866820,1349949,0,11524036,4876738,746896.374124545,0,3965319,0,0,3535092,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,14378482.023166677,14212882.853353187,True,4295.0,1773525,0,1196961,872975,0,23285085,2350760,2010993.6751512333,12275188,0,2079546,3638338,1464775,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 209 m2 Palembang,Baru,998359926.0,1130249265.5289779,True,7283.0,1118957,0,802201,977184,0,29093709,4640502,2395901.001736481,0,0,0,1256546,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 166 m2 Depok,Baru,1172104471.0,1469528579.320639,True,,1186739,0,1106426,1026642,8088168,31795297,0,2325138.755357247,0,3540810,2144973,3903077,4491339,3392179,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1020 m2 pinggiran kota Bekasi,,15862332120.0,39696971616.640686,True,3685.0,1160799,4631563,844295,487858,4646230,24548098,0,1429027.9659627485,0,0,2497601,440055,3589479,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,39228280.17522948,73535891.81013761,True,9172.0,1557469,0,811253,1196569,7568099,34757158,0,3457788.7890858357,0,0,3416015,0,0,2418647,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,39228280.17522948,74890173.26472105,True,2258.0,725744,0,1409174,1202831,0,31632574,0,2547658.4233033005,18798115,0,2158859,0,0,3622758,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11468429.189461712,14095585.718872104,True,7293.0,499827,0,921848,1473192,3278306,14363787,1858145,1077732.02522486,4520191,4363940,0,0,4232632,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,30195526.657086816,31591156.21611232,False,8450.0,1719257,2564094,851544,1389748,0,5907462,0,478949.0035874983,6329748,1489188,0,2289388,110782,2256950,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
