collateral_name,Body,paint,glass,tire,mechine,transmission,suspension,brake,AC,audio,power window,power steering,airbag,ABS,EBD,ESP,seat,dashboard,doortrim,carpet,interior lights,stang,screen,frame,Remote control,accessories,contrast,clarity,refresh rate speed,strength,bass,treble,image color,video color,button,port,camera,operating system,processor,RAM,storage,battery,connectivity,lens,viewfinder,censor,feature,Detail,resolution,frame rate,stability,Keyboard,mouse,graphics card,webcam,mikrofon,speaker,strap,Connector,cable,total score,Score percentage,Info,collateral_market_price,collateral_appraisal
Komputer/Laptop,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Sangat Kurang,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,46,0.88,baru,44646366,39288802.08
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,47,0.98,bekas,82788375,81132607.5
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Bukan kriteria,Bukan kriteria,15,0.75,baru,11050267,8287700.25
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,46,0.96,baru,18945048,18187246.08
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,50,0.96,baru,18310216,17577807.36
mobil,Cukup,Kurang,Baik,Baik,Cukup,Baik,Baik,Cukup,Baik,Baik,Baik,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,78,0.93,bekas,789833911,734545537.23
mobil,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Kurang,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,78,0.97,baru,7488563632,7263906723.04
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,20,1.0,bekas,8569819,8569819.0
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,57,0.95,baru,288299273,273884309.34999996
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,16,1.0,baru,24701717,24701717.0
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Kurang,Baik,Baik,Baik,Cukup,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,41,0.93,baru,354827138,329989238.34000003
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Sangat Kurang,Sangat Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,38,0.86,bekas,34673715,29819394.9
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,12,1.0,baru,38590782,38590782.0
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Sangat Kurang,Bukan kriteria,Baik,Cukup,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,37,0.84,bekas,8455459,7102585.56
mobil,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,75,0.99,bekas,759777570,752179794.3
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,17,0.85,bekas,3034111,2578994.35
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,52,1.0,bekas,6460673,6460673.0
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,16,1.0,baru,62008467,62008467.0
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,12,1.0,baru,77358126,77358126.0
Elektrik,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,9,0.75,bekas,2806296,2104722.0
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,60,1.0,bekas,50218611,50218611.0
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,17,0.85,bekas,5364337,4559686.45
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,49,0.88,baru,428588179,377157597.52
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Baik,Bukan kriteria,Baik,Baik,Baik,Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,54,0.96,baru,471277249,452426159.03999996
motor,Baik,Bukan kriteria,Baik,Baik,Baik,Baik,Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,30,0.94,baru,213087619,200302361.85999998
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Cukup,Cukup,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,50,0.96,baru,27753228,26643098.88
